Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income,Loan_to_Income_Ratio
LP001516,Male,Yes,2,Not Graduate,No,4698,1242,288.9,360.0,0.0,Semiurban,N,5940,48.6364
LP001517,Male,Yes,0,Graduate,No,5173,1599,328.1,360.0,1.0,Urban,Y,6772,48.4495
LP001518,Male,No,0,Graduate,No,4147,1156,199.9,360.0,1.0,Rural,Y,5303,37.6956
LP001519,Female,Yes,0,Graduate,No,5058,1665,290.1,180.0,0.0,Urban,N,6723,43.1504
LP001520,Male,Yes,0,Graduate,No,11462,6117,465.6,360.0,1.0,Rural,Y,17579,26.4861
LP001521,Male,Yes,0,Graduate,No,8032,3503,426.4,240.0,1.0,Semiurban,Y,11535,36.9658
LP001522,Male,No,2,Graduate,Yes,7491,3653,420.0,360.0,1.0,Semiurban,Y,11144,37.6884
LP001523,Male,Yes,0,Graduate,No,3383,741,226.7,360.0,1.0,Urban,Y,4124,54.9709
LP001524,Female,No,0,Graduate,No,2608,0,146.3,360.0,1.0,Semiurban,Y,2608,56.0966
LP001525,Female,Yes,0,Graduate,No,7888,273,334.1,360.0,0.0,Rural,Y,8161,40.9386
LP001526,Female,Yes,0,Graduate,No,7522,1133,247.5,360.0,1.0,Semiurban,Y,8655,28.5962
LP001527,Male,Yes,0,Graduate,No,10760,0,380.8,360.0,1.0,Urban,Y,10760,35.3903
LP001528,Male,No,0,Graduate,No,3095,0,215.0,360.0,0.0,Urban,N,3095,69.4669
LP001529,Male,Yes,2,Graduate,No,3874,1711,229.7,360.0,1.0,Rural,Y,5585,41.128
LP001530,Male,No,3+,Graduate,No,1662,1967,207.6,180.0,0.0,Semiurban,N,3629,57.2058
LP001531,Female,Yes,0,Not Graduate,No,3514,1233,216.7,360.0,1.0,Semiurban,N,4747,45.6499
LP001532,Female,Yes,0,Graduate,No,8086,0,283.9,360.0,1.0,Semiurban,N,8086,35.1101
LP001533,Male,No,0,Graduate,No,3361,3415,244.1,360.0,1.0,Rural,N,6776,36.0242
LP001534,Male,No,0,Graduate,No,6530,0,294.4,360.0,1.0,Semiurban,N,6530,45.0842
LP001535,Male,No,2,Graduate,Yes,3966,2464,313.1,360.0,1.0,Semiurban,Y,6430,48.6936
LP001536,Male,No,0,Graduate,No,5401,0,287.4,360.0,1.0,Semiurban,N,5401,53.2124
LP001537,Female,No,0,Not Graduate,No,2233,0,130.5,360.0,1.0,Rural,Y,2233,58.4416
LP001538,Female,No,0,Graduate,No,4680,0,260.8,360.0,1.0,Semiurban,Y,4680,55.7265
LP001539,Male,No,0,Not Graduate,No,1500,0,139.7,360.0,1.0,Semiurban,Y,1500,93.1333
LP001540,Male,No,2,Not Graduate,No,3975,0,181.5,360.0,0.0,Semiurban,N,3975,45.6604
LP001541,Male,No,0,Not Graduate,Yes,1671,0,106.3,360.0,1.0,Urban,Y,1671,63.6146
LP001542,Female,Yes,0,Not Graduate,No,9169,1191,295.4,360.0,1.0,Rural,Y,10360,28.5135
LP001543,Male,No,0,Graduate,No,7090,2268,374.2,360.0,0.0,Urban,N,9358,39.9872
LP001544,Male,Yes,0,Graduate,No,5884,0,264.6,360.0,1.0,Rural,Y,5884,44.9694
LP001545,Male,No,2,Graduate,Yes,11076,2290,414.1,360.0,0.0,Rural,N,13366,30.9816
LP001546,Male,No,3+,Graduate,No,2516,0,144.7,360.0,0.0,Semiurban,Y,2516,57.5119
LP001547,Male,Yes,3+,Graduate,No,12688,2308,438.3,360.0,0.0,Rural,N,14996,29.2278
LP001548,Male,No,2,Graduate,No,7780,0,224.2,180.0,1.0,Rural,Y,7780,28.8175
LP001549,Male,Yes,0,Graduate,No,3858,0,190.3,360.0,1.0,Rural,N,3858,49.3261
LP001550,Male,Yes,1,Graduate,No,8790,3918,249.8,360.0,1.0,Urban,Y,12708,19.6569
LP001551,Male,No,0,Graduate,Yes,2289,1692,171.6,360.0,1.0,Urban,Y,3981,43.1047
LP001552,Male,Yes,0,Graduate,Yes,2711,3377,291.4,360.0,1.0,Urban,Y,6088,47.8647
LP001553,Female,No,2,Graduate,No,3086,2429,211.8,360.0,1.0,Rural,Y,5515,38.4044
LP001554,Male,No,0,Not Graduate,No,3237,1026,227.1,360.0,1.0,Semiurban,N,4263,53.2723
LP001555,Male,Yes,3+,Graduate,No,2359,0,150.9,360.0,0.0,Semiurban,N,2359,63.9678
LP001556,Female,Yes,0,Graduate,No,9263,0,326.7,360.0,1.0,Semiurban,Y,9263,35.2694
LP001557,Male,Yes,1,Graduate,No,3807,0,164.2,360.0,1.0,Semiurban,N,3807,43.1311
LP001558,Male,Yes,1,Graduate,No,5494,0,187.2,360.0,1.0,Urban,N,5494,34.0735
LP001559,Male,No,3+,Graduate,No,3158,2460,289.6,360.0,1.0,Semiurban,Y,5618,51.5486
LP001560,Male,Yes,1,Graduate,No,1500,869,141.4,360.0,1.0,Semiurban,Y,2369,59.6876
LP001561,Male,Yes,1,Graduate,No,5229,0,269.7,360.0,1.0,Rural,Y,5229,51.5777
LP001562,Male,Yes,0,Graduate,No,1500,2982,267.7,360.0,1.0,Urban,Y,4482,59.7278
LP001563,Male,Yes,0,Graduate,No,4267,1220,208.7,360.0,1.0,Rural,Y,5487,38.0354
LP001564,Male,No,0,Graduate,No,1956,0,128.2,360.0,1.0,Semiurban,N,1956,65.5419
LP001565,Male,Yes,2,Graduate,No,14652,0,423.0,360.0,0.0,Semiurban,N,14652,28.8698
LP001566,Male,No,0,Graduate,No,7683,0,346.1,360.0,0.0,Rural,N,7683,45.0475
LP001567,Male,Yes,1,Graduate,No,4738,0,266.6,360.0,1.0,Rural,Y,4738,56.2685
LP001568,Male,No,0,Not Graduate,No,9492,0,249.8,360.0,0.0,Urban,Y,9492,26.3169
LP001569,Male,Yes,0,Graduate,No,2676,490,207.8,360.0,1.0,Rural,Y,3166,65.6349
LP001570,Female,Yes,1,Graduate,No,6161,0,212.2,360.0,0.0,Rural,N,6161,34.4425
LP001571,Male,No,0,Graduate,No,5013,0,280.8,360.0,1.0,Rural,N,5013,56.0144
LP001572,Male,Yes,0,Graduate,Yes,5210,3113,360.0,360.0,1.0,Urban,Y,8323,43.2536
LP001573,Male,No,0,Graduate,No,9541,1225,284.9,60.0,1.0,Semiurban,Y,10766,26.4629
LP001574,Male,No,3+,Graduate,No,6901,6470,341.0,12.0,1.0,Urban,Y,13371,25.503
LP001575,Male,Yes,2,Not Graduate,No,5288,0,192.7,180.0,1.0,Urban,N,5288,36.441
LP001576,Female,Yes,0,Graduate,No,1647,0,249.8,360.0,1.0,Semiurban,Y,1647,151.6697
LP001577,Female,No,0,Graduate,No,2499,1707,241.5,360.0,0.0,Rural,N,4206,57.418
LP001578,Male,Yes,0,Graduate,No,4131,0,197.2,12.0,1.0,Semiurban,N,4131,47.7366
LP001579,Female,Yes,2,Graduate,No,4703,0,180.5,360.0,1.0,Urban,Y,4703,38.3798
LP001580,Male,Yes,1,Graduate,No,2257,4436,246.5,180.0,1.0,Semiurban,Y,6693,36.8295
LP001581,Male,Yes,0,Graduate,No,18901,1523,567.7,360.0,1.0,Rural,Y,20424,27.7957
LP001582,Male,Yes,0,Graduate,No,11046,926,376.9,360.0,1.0,Semiurban,Y,11972,31.4818
LP001583,Male,No,0,Graduate,No,6382,5401,339.1,360.0,0.0,Rural,N,11783,28.7787
LP001584,Male,No,1,Graduate,No,4643,1845,221.5,360.0,1.0,Urban,Y,6488,34.14
LP001585,Male,No,2,Not Graduate,No,3915,0,249.0,360.0,1.0,Rural,N,3915,63.6015
LP001586,Male,No,0,Graduate,No,2512,0,187.0,360.0,1.0,Rural,Y,2512,74.4427
LP001587,Male,Yes,0,Not Graduate,No,4658,0,199.4,360.0,0.0,Urban,N,4658,42.8081
LP001588,Male,No,0,Graduate,No,5190,0,187.7,360.0,1.0,Rural,Y,5190,36.1657
LP001589,Male,Yes,3+,Not Graduate,No,2111,1322,151.5,180.0,1.0,Semiurban,Y,3433,44.1305
LP001590,Male,Yes,0,Graduate,No,5434,1821,228.3,180.0,1.0,Semiurban,Y,7255,31.468
LP001591,Male,Yes,2,Not Graduate,No,4051,2101,264.4,360.0,1.0,Semiurban,Y,6152,42.9779
LP001592,Male,Yes,1,Not Graduate,No,1500,0,150.8,360.0,1.0,Semiurban,Y,1500,100.5333
LP001593,Male,No,0,Graduate,No,2653,0,167.1,360.0,1.0,Rural,Y,2653,62.9853
LP001594,Male,No,0,Not Graduate,No,3469,0,221.7,360.0,1.0,Semiurban,Y,3469,63.9089
LP001595,Male,Yes,0,Graduate,No,13802,0,372.3,360.0,1.0,Urban,Y,13802,26.9744
LP001596,Female,Yes,1,Graduate,No,6210,0,280.8,360.0,1.0,Urban,Y,6210,45.2174
LP001597,Male,Yes,2,Graduate,No,1995,2368,237.6,360.0,1.0,Urban,Y,4363,54.4579
LP001598,Male,Yes,1,Graduate,No,5952,1626,240.3,360.0,0.0,Urban,N,7578,31.7102
LP001599,Male,Yes,0,Graduate,No,1757,5164,253.1,360.0,1.0,Rural,Y,6921,36.5699
LP001600,Male,Yes,0,Graduate,No,8515,1736,349.9,360.0,1.0,Semiurban,N,10251,34.1333
LP001601,Male,No,3+,Graduate,No,3352,2350,196.8,360.0,1.0,Semiurban,Y,5702,34.5142
LP001602,Male,No,2,Graduate,No,4204,0,197.3,360.0,1.0,Urban,N,4204,46.9315
LP001603,Male,Yes,0,Not Graduate,No,9852,0,327.8,360.0,1.0,Urban,Y,9852,33.2724
LP001604,Male,Yes,0,Graduate,No,2054,0,181.0,180.0,0.0,Urban,N,2054,88.1207
LP001605,Male,No,1,Graduate,No,1923,684,164.0,180.0,1.0,Rural,N,2607,62.9076
LP001606,Male,No,1,Graduate,No,3133,6252,360.8,360.0,1.0,Urban,Y,9385,38.4443
LP001607,Male,Yes,2,Graduate,No,8291,0,286.7,360.0,0.0,Urban,N,8291,34.5797
LP001608,Male,No,2,Graduate,No,1787,1685,217.7,360.0,1.0,Semiurban,Y,3472,62.7016
LP001609,Male,Yes,1,Graduate,No,1500,532,153.0,360.0,1.0,Urban,Y,2032,75.2953
LP001610,Male,Yes,0,Graduate,No,3392,0,223.1,360.0,1.0,Urban,Y,3392,65.7724
LP001611,Male,No,0,Not Graduate,No,6192,0,245.2,360.0,0.0,Semiurban,N,6192,39.5995
LP001612,Male,Yes,3+,Graduate,No,9137,1305,348.1,180.0,1.0,Semiurban,Y,10442,33.3365
LP001613,Female,Yes,0,Graduate,No,3368,1815,248.0,360.0,1.0,Rural,N,5183,47.8487
LP001614,Male,Yes,0,Graduate,No,3474,0,184.3,360.0,1.0,Semiurban,Y,3474,53.0512
LP001615,Male,Yes,0,Graduate,No,8886,2310,287.4,360.0,1.0,Semiurban,Y,11196,25.6699
