Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001605,Male,No,1,Graduate,No,1923,684,164.0,180.0,1.0,Rural,N
LP001606,Male,No,1,Graduate,No,3133,6252,360.8,360.0,1.0,Urban,Y
LP001607,Male,Yes,2,Graduate,No,8291,0,286.7,360.0,0.0,Urban,N
LP001608,Male,No,2,Graduate,No,1787,1685,217.7,360.0,1.0,Semiurban,Y
LP001609,Male,Yes,1,Graduate,No,1500,532,153.0,360.0,1.0,Urban,Y
LP001610,Male,Yes,0,Graduate,No,3392,0,223.1,360.0,1.0,Urban,Y
LP001611,Male,No,0,Not Graduate,No,6192,0,245.2,360.0,0.0,Semiurban,N
LP001612,Male,Yes,3+,Graduate,No,9137,1305,348.1,180.0,1.0,Semiurban,Y
LP001613,Female,Yes,0,Graduate,No,3368,1815,248.0,360.0,1.0,Rural,N
LP001614,Male,Yes,0,Graduate,No,3474,0,184.3,360.0,1.0,Semiurban,Y
LP001615,Male,Yes,0,Graduate,No,8886,2310,287.4,360.0,1.0,Semiurban,Y
